priority,APN,COUNTY,Issue_Category,Num_Years_Lost,Total_Units_CSV,Years_Lost,Years_In_FC,spatial_parent_apns,match_types,Suggested_Action
MED:  SPLIT + no genealogy,029-630-24,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-25,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-26,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-27,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-28,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,031-084-17,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]","031-084-03, 031-084-16","closest_3.8m, intersect","APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,035-301-01,EL,PARCEL_SPLIT,2,2,"[2016, 2017]","[2012, 2013, 2014, 2015]",035-301-09,intersect,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,036-530-27,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",036-530-23,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,015-322-28,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",015-322-12,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,016-081-42,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",016-081-12,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,016-081-43,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",016-081-45,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,016-211-16,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",016-211-14,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,016-211-17,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",016-211-14,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,016-300-63,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",016-300-21,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,016-332-42,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",016-332-24,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,016-544-20,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",016-544-16,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,017-021-18,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",017-021-33,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,017-021-20,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",017-021-33,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,017-021-31,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",017-021-15,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,018-090-79,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",018-090-84,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,018-300-23,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",018-300-06,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,018-320-13,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",018-320-11,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,021-241-07,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",021-241-01,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,021-321-09,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",021-321-36,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,022-331-26,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",022-331-25,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,023-341-20,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",023-341-03,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,025-225-14,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",025-225-31,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,025-451-17,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",025-451-28,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,026-034-08,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",026-034-19,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,026-061-30,EL,PARCEL_SPLIT,1,1,[2016],[2017],026-061-05,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,027-313-02,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",027-313-16,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,029-095-30,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",029-095-22,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,030-421-02,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",030-421-01,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,033-574-06,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",033-574-03,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,034-284-28,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",034-284-30,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,034-691-20,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",034-691-21,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,034-722-44,EL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017]",034-722-04,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,034-734-26,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",034-734-28,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,035-293-17,EL,PARCEL_SPLIT,1,1,[2017],"[2012, 2013, 2014, 2015, 2016]",035-293-31,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,090-067-020,PL,PARCEL_SPLIT,1,1,[2025],"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",090-067-035,intersect,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,090-072-031,PL,PARCEL_SPLIT,1,1,[2016],"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-072-026,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,090-072-032,PL,PARCEL_SPLIT,1,1,[2016],"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-072-026,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,090-072-033,PL,PARCEL_SPLIT,1,1,[2016],"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-072-026,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,090-072-034,PL,PARCEL_SPLIT,1,1,[2016],"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-072-026,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,090-072-035,PL,PARCEL_SPLIT,1,1,[2016],"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-072-026,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,090-072-036,PL,PARCEL_SPLIT,1,1,[2016],"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-072-026,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,090-072-037,PL,PARCEL_SPLIT,1,1,[2016],"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-072-026,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,090-072-038,PL,PARCEL_SPLIT,1,1,[2016],"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-072-026,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,090-072-039,PL,PARCEL_SPLIT,1,1,[2016],"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-072-026,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,090-072-040,PL,PARCEL_SPLIT,1,1,[2016],"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-072-026,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,090-172-004,PL,PARCEL_SPLIT,1,1,[2016],"[2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-172-003,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,094-233-004,PL,PARCEL_SPLIT,1,1,[2022],"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023, 2024, 2025]",094-233-003,intersect,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,095-510-035,PL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",095-510-036,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,098-200-025,PL,PARCEL_SPLIT,1,1,[2025],"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",098-200-046,intersect,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,117-210-014,PL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",117-210-010,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
